gold_label,Premise,Hypothesis,pred_label,pred_expl,heuristic
neutral,The authors next to the scientist thanked the artist .,The artist thanked the scientist .,entailment, the artist is a scientist .,lexical_overlap
neutral,The artist supported the author by the doctor .,The author supported the doctor .,entailment, the author is the same as the author .,lexical_overlap
neutral,The authors avoided the doctors next to the professors .,The doctors avoided the professors .,entailment, the doctors are the doctors .,lexical_overlap
neutral,The president saw the artist behind the secretary .,The secretary saw the president .,neutral, the singer is not necessarily the name of the president .,lexical_overlap
neutral,The managers next to the presidents encouraged the tourists .,The tourists encouraged the presidents .,entailment, the travelers are visiting the .,lexical_overlap
neutral,The athletes in front of the senators mentioned the actors .,The actors mentioned the senators .,entailment, athletes are actors .,lexical_overlap
neutral,The actors saw the lawyer next to the scientist .,The lawyer saw the scientist .,contradiction, the person can not be both a and and a .,lexical_overlap
neutral,The banker in front of the managers recognized the lawyer .,The lawyer recognized the managers .,entailment, the jockey is the name of the jockey .,lexical_overlap
neutral,The secretary contacted the judges next to the artists .,The artists contacted the secretary .,entailment, the judges are the same as the judges .,lexical_overlap
neutral,The senators next to the doctors stopped the banker .,The banker stopped the doctors .,contradiction, the barber is either next to the doctors stopped or doctors stopped the doctors .,lexical_overlap
neutral,The professor near the lawyers avoided the secretary .,The lawyers avoided the professor .,entailment, the phrase `` `` and `` are repeated .,lexical_overlap
neutral,The authors behind the banker encouraged the students .,The banker encouraged the authors .,entailment, the pastor is the pastor,lexical_overlap
neutral,The senators in front of the professor saw the secretary .,The secretary saw the senators .,entailment, the front of the professor is the of the statue .,lexical_overlap
neutral,The secretaries by the professors believed the author .,The professors believed the secretaries .,contradiction, the nun can not be both and and the same time .,lexical_overlap
neutral,The artists saw the scientists in front of the manager .,The scientists saw the manager .,entailment, the scientists saw the manager are the same thing .,lexical_overlap
neutral,The secretaries avoided the actors in front of the president .,The actors avoided the president .,contradiction, the actors are either giving the picture or they were the ones .,lexical_overlap
neutral,The scientist next to the senators recognized the actors .,The actors recognized the scientist .,entailment, the scientist is a scientist .,lexical_overlap
neutral,The judge behind the lawyers avoided the scientists .,The lawyers avoided the judge .,neutral, the judge behind the doctors was the first sentence .,lexical_overlap
neutral,The scientists supported the student next to the artists .,The student supported the artists .,entailment, the conductor is the conductor .,lexical_overlap
neutral,The artist near the tourists helped the secretaries .,The tourists helped the artist .,entailment, the artist is near the tourists .,lexical_overlap
neutral,The professor avoided the presidents next to the senators .,The presidents avoided the professor .,entailment, the professor is next to the .,lexical_overlap
neutral,The students in front of the professors advised the banker .,The banker advised the students .,entailment, the professor is the student .,lexical_overlap
neutral,The student near the bankers avoided the artist .,The artist avoided the bankers .,entailment, the student is being helped by the student .,lexical_overlap
neutral,The athletes mentioned the actors in front of the artist .,The actors mentioned the athletes .,entailment, the actors are the actors .,lexical_overlap
neutral,The judge near the senators encouraged the athlete .,The athlete encouraged the judge .,entailment, the athlete is near the judge because he is near the judges .,lexical_overlap
neutral,The secretaries advised the artist in front of the author .,The artist advised the secretaries .,entailment," the artist is in front of the author , so the artist is the front .",lexical_overlap
neutral,The professors by the senators mentioned the manager .,The senators mentioned the professors .,entailment, the professor is by the manager .,lexical_overlap
neutral,The professors believed the artists near the tourist .,The tourist believed the professors .,entailment, the tourist is the tourist .,lexical_overlap
neutral,The doctors near the professor recommended the author .,The author recommended the professor .,entailment, the patient is the doctor .,lexical_overlap
neutral,The artists next to the lawyers called the secretary .,The lawyers called the artists .,entailment, the next to the is the same as next to the .,lexical_overlap
neutral,The judges next to the lawyers avoided the bankers .,The bankers avoided the judges .,entailment, the next is the same as the .,lexical_overlap
neutral,The senators encouraged the athletes behind the manager .,The athletes encouraged the manager .,entailment, the uniformed uniformed the runners are athletes .,lexical_overlap
neutral,The managers next to the secretaries helped the artist .,The artist helped the managers .,entailment, the artist is a way of describing the artist .,lexical_overlap
neutral,The author thanked the doctor behind the tourists .,The tourists thanked the author .,entailment, the author is a customer .,lexical_overlap
neutral,The artist encouraged the judge by the banker .,The judge encouraged the banker .,entailment, the artist is the name of the artist .,lexical_overlap
neutral,The lawyers next to the authors advised the actor .,The actor advised the lawyers .,neutral, the fact that the male is next to the does not imply that the officers are the ones .,lexical_overlap
neutral,The lawyer stopped the artists behind the presidents .,The presidents stopped the lawyer .,contradiction, the first sentence is a jockey and the second sentence is the jockey .,lexical_overlap
neutral,The professor admired the judge in front of the secretaries .,The judge admired the professor .,entailment, the professor is the same as the professor .,lexical_overlap
neutral,The scientist believed the senator in front of the manager .,The manager believed the scientist .,contradiction, the manager can not be the one who is the scientist .,lexical_overlap
neutral,The judges near the professors recommended the bankers .,The bankers recommended the judges .,entailment, the judges near the,lexical_overlap
neutral,The tourist called the banker next to the judges .,The banker called the judges .,entailment, the baker is the name of the judges .,lexical_overlap
neutral,The authors stopped the secretaries next to the lawyer .,The lawyer stopped the authors .,contradiction, the doctor is either talking or he is .,lexical_overlap
neutral,The president stopped the manager next to the scientists .,The scientists stopped the president .,neutral, the first sentence does not imply that the officials stopped the president .,lexical_overlap
neutral,The senators advised the professors behind the doctors .,The doctors advised the senators .,contradiction, the doctors can not be the ones behind the doctors and the doctors at the same time .,lexical_overlap
neutral,The professor behind the president thanked the students .,The president thanked the professor .,entailment, the president is the professor .,lexical_overlap
neutral,The bankers contacted the tourists behind the president .,The tourists contacted the bankers .,entailment, the people behind the president are the people who are .,lexical_overlap
neutral,The lawyers mentioned the secretary by the student .,The secretary mentioned the lawyers .,neutral, the professor is not necessarily the .,lexical_overlap
neutral,The students encouraged the lawyers near the senators .,The lawyers encouraged the senators .,entailment, the students are the same as the .,lexical_overlap
neutral,The athlete in front of the doctor believed the professor .,The doctor believed the athlete .,neutral, the athlete could be a patient or a woman .,lexical_overlap
neutral,The tourists thanked the students by the authors .,The students thanked the authors .,entailment, the tourists are the students .,lexical_overlap
neutral,The tourist in front of the president contacted the students .,The president contacted the tourist .,entailment, the tourist is in front of the officer .,lexical_overlap
neutral,The artist by the authors advised the professor .,The professor advised the authors .,entailment, the artist is the professor .,lexical_overlap
neutral,The lawyer next to the doctor contacted the managers .,The doctor contacted the lawyer .,entailment, the doctor is a lawyer .,lexical_overlap
neutral,The senator recommended the judge in front of the author .,The author recommended the senator .,contradiction, the author can not be both in front of and and .,lexical_overlap
neutral,The manager behind the judge supported the banker .,The judge supported the manager .,entailment, the manager is the manager .,lexical_overlap
neutral,The secretaries by the professor stopped the scientist .,The scientist stopped the professor .,entailment, the professor is the professor and the professor is the scientist .,lexical_overlap
neutral,The president recognized the tourists behind the artist .,The tourists recognized the artist .,entailment, the tourist is the tourist .,lexical_overlap
neutral,The authors contacted the secretary near the athlete .,The secretary contacted the athlete .,entailment, the representative is the athlete .,lexical_overlap
neutral,The authors supported the judges behind the doctor .,The judges supported the doctor .,entailment, the judges are the same leader .,lexical_overlap
neutral,The artists by the presidents recommended the judges .,The judges recommended the artists .,entailment, the judges are the same as the judges .,lexical_overlap
neutral,The students in front of the professor avoided the lawyers .,The professor avoided the students .,entailment, students in front of the professor implies that they are in the process of .,lexical_overlap
neutral,The senators in front of the lawyers avoided the athlete .,The lawyers avoided the senators .,entailment, the fact that the pope in the of the doctors being the same sentence is the same as saying they are the same .,lexical_overlap
neutral,The managers recognized the lawyer behind the secretary .,The lawyer recognized the managers .,entailment, the manager being the officer of the law behind the president .,lexical_overlap
neutral,The actor called the student in front of the tourist .,The student called the tourist .,entailment, the actor is the student .,lexical_overlap
neutral,The lawyers introduced the scientists in front of the author .,The scientists introduced the author .,entailment, the surgeons are the .,lexical_overlap
neutral,The student helped the judge near the secretary .,The secretary helped the student .,neutral, the student is not necessarily the student .,lexical_overlap
neutral,The managers recommended the doctor near the presidents .,The doctor recommended the presidents .,contradiction, the doctors can not be both doctors and doctor at the same time .,lexical_overlap
neutral,The professor in front of the managers helped the actor .,The actor helped the professor .,entailment, the professor is a professor .,lexical_overlap
neutral,The author by the presidents recognized the banker .,The presidents recognized the author .,entailment, the name of the name of the name .,lexical_overlap
neutral,The banker avoided the lawyer by the actor .,The actor avoided the banker .,entailment, the actor is the male being interviewed by the cop .,lexical_overlap
neutral,The authors in front of the managers advised the secretaries .,The secretaries advised the managers .,neutral, the first sentence does not imply that the doctors are the employees .,lexical_overlap
neutral,The lawyer behind the bankers recommended the professors .,The professors recommended the lawyer .,neutral, the doctors are not necessarily the doctor .,lexical_overlap
neutral,The lawyers stopped the student in front of the tourists .,The student stopped the lawyers .,entailment, the senior is the student .,lexical_overlap
neutral,The actor by the judges called the scientists .,The scientists called the actor .,entailment, the cameraman is the actor .,lexical_overlap
neutral,The actor admired the bankers near the doctors .,The bankers admired the doctors .,contradiction, the actor is either telling or not .,lexical_overlap
neutral,The athlete introduced the lawyer by the presidents .,The lawyer introduced the athlete .,entailment, the athlete is the athlete .,lexical_overlap
neutral,The doctor admired the lawyer by the judges .,The lawyer admired the doctor .,entailment, the doctor is a lawyer .,lexical_overlap
neutral,The senators thanked the president in front of the tourist .,The president thanked the senators .,entailment, the president is the name of .,lexical_overlap
neutral,The scientists by the student admired the doctors .,The student admired the scientists .,entailment, the student is a student .,lexical_overlap
neutral,The professor introduced the artist by the student .,The artist introduced the professor .,entailment, the professor is the same as the professor .,lexical_overlap
neutral,The students behind the lawyer advised the authors .,The authors advised the lawyer .,neutral, the teacher is not necessarily the lawyer .,lexical_overlap
neutral,The athlete near the artist mentioned the secretary .,The artist mentioned the athlete .,entailment, the athlete is the athlete .,lexical_overlap
neutral,The tourist stopped the judge near the presidents .,The judge stopped the presidents .,entailment, the tourist stopped the judge is the name of the judge stopped the .,lexical_overlap
neutral,The doctor advised the lawyers by the senator .,The senator advised the doctor .,contradiction, doctor and doctor are not the same,lexical_overlap
neutral,The judges behind the lawyers thanked the scientists .,The scientists thanked the lawyers .,entailment, the officers are behind the doctors .,lexical_overlap
neutral,The athlete by the secretary recognized the actors .,The secretary recognized the athlete .,neutral, the athlete being the athlete does not imply the the the the .,lexical_overlap
neutral,The doctor behind the actor stopped the author .,The actor stopped the doctor .,contradiction, the person can not be both a doctor and a doctor .,lexical_overlap
neutral,The professor mentioned the doctors behind the judge .,The judge mentioned the professor .,entailment, the judge is the professor .,lexical_overlap
neutral,The judges by the president called the secretary .,The secretary called the president .,entailment, the president and the president are the same .,lexical_overlap
neutral,The athletes next to the scientist introduced the authors .,The authors introduced the scientist .,contradiction, the athletes can not be both .,lexical_overlap
neutral,The bankers called the lawyers in front of the tourists .,The tourists called the bankers .,entailment, the businessmen are the the businessmen in the .,lexical_overlap
neutral,The students contacted the artists near the tourist .,The artists contacted the tourist .,entailment, the students are the same as the students,lexical_overlap
neutral,The judges recommended the actors in front of the students .,The actors recommended the judges .,entailment, judges are the same as the judges .,lexical_overlap
neutral,The managers near the actor introduced the scientists .,The actor introduced the managers .,neutral, the cameraman is not necessarily the actor .,lexical_overlap
neutral,The presidents by the athletes mentioned the scientists .,The scientists mentioned the presidents .,contradiction, the fencers can not be both the same and the .,lexical_overlap
neutral,The artist introduced the lawyer next to the scientists .,The scientists introduced the artist .,entailment, the artist is the same as the .,lexical_overlap
neutral,The judge introduced the author in front of the secretary .,The secretary introduced the judge .,neutral, the speaker is not necessarily the judge .,lexical_overlap
neutral,The doctors in front of the senator recommended the student .,The student recommended the senator .,entailment, the student is in front of the judges .,lexical_overlap
neutral,The doctors next to the judge avoided the managers .,The managers avoided the doctors .,entailment, doctors and doctors are the same .,lexical_overlap
neutral,The student near the managers contacted the lawyers .,The lawyers contacted the managers .,contradiction, the student and the officials are not the same .,lexical_overlap
neutral,The students thanked the doctor in front of the manager .,The doctor thanked the students .,entailment, the teacher is the doctor .,lexical_overlap
neutral,The secretary saw the tourist by the judge .,The judge saw the secretary .,entailment, the statue by the judge is the same as the author by the judge .,lexical_overlap
neutral,The artist called the scientist near the athletes .,The athletes called the artist .,entailment, the athlete is the artist,lexical_overlap
neutral,The president by the banker recommended the actors .,The actors recommended the banker .,neutral, the actors are not necessarily giving the mayor .,lexical_overlap
neutral,The banker next to the doctor introduced the scientists .,The scientists introduced the doctor .,entailment, the baker is a surgeon .,lexical_overlap
neutral,The athlete by the professors advised the bankers .,The bankers advised the athlete .,entailment, the athlete is being interviewed by the,lexical_overlap
neutral,The managers next to the secretary encouraged the judges .,The judges encouraged the secretary .,neutral, the fact that the employees are next to the nun does n't imply they are the speaker .,lexical_overlap
neutral,The scientist by the judges admired the lawyers .,The judges admired the scientist .,contradiction, the professor is not the same as the .,lexical_overlap
neutral,The artist stopped the manager next to the professors .,The manager stopped the professors .,entailment, the manager is a person .,lexical_overlap
neutral,The secretaries near the scientist stopped the author .,The scientist stopped the secretaries .,contradiction, the scientist can not be both the doctor and the doctors stopped the .,lexical_overlap
neutral,The athletes supported the doctor by the actor .,The actor supported the athletes .,contradiction, the drummer is either giving the picture or the drummer .,lexical_overlap
neutral,The author in front of the lawyer avoided the banker .,The banker avoided the author .,entailment, the nun is the nun .,lexical_overlap
neutral,The presidents saw the authors behind the senators .,The senators saw the presidents .,neutral, the first sentence says the name is the subject of the second sentence .,lexical_overlap
neutral,The actors behind the doctors stopped the authors .,The doctors stopped the actors .,contradiction, the actors are either ignoring the reporters or they are actors .,lexical_overlap
neutral,The manager believed the secretaries near the actors .,The secretaries believed the manager .,entailment, the manager is the manager .,lexical_overlap
neutral,The tourists in front of the author saw the professors .,The professors saw the author .,entailment, the tourists are in front of the author .,lexical_overlap
neutral,The athletes near the scientist believed the secretaries .,The scientist believed the athletes .,neutral, the athletes are not necessarily the scientist .,lexical_overlap
neutral,The student helped the presidents behind the athlete .,The presidents helped the athlete .,entailment, the student is the student .,lexical_overlap
neutral,The bankers believed the scientists behind the senators .,The scientists believed the bankers .,neutral, the scientists are not necessarily scientists .,lexical_overlap
neutral,The doctor next to the bankers introduced the actor .,The actor introduced the bankers .,contradiction, the doctor is either giving a haircut or a .,lexical_overlap
neutral,The authors next to the tourist supported the actor .,The tourist supported the authors .,contradiction, the tourist is either a or .,lexical_overlap
neutral,The managers in front of the lawyer recognized the judge .,The judge recognized the lawyer .,entailment, the judge is the same as the first .,lexical_overlap
neutral,The student next to the professors supported the senator .,The professors supported the student .,entailment, the student is the student .,lexical_overlap
neutral,The bankers admired the judge by the tourists .,The tourists admired the bankers .,entailment, the tourist is a group of tourists .,lexical_overlap
neutral,The authors saw the actor next to the judge .,The actor saw the authors .,entailment, the actor saw the fellow next to the judge .,lexical_overlap
neutral,The judges contacted the tourists behind the doctor .,The tourists contacted the judges .,entailment, the judges are the judges .,lexical_overlap
neutral,The judge near the scientists thanked the actor .,The actor thanked the scientists .,neutral, the cameraman is not necessarily the .,lexical_overlap
neutral,The actor near the judges mentioned the presidents .,The presidents mentioned the actor .,entailment, the actor is the actor .,lexical_overlap
neutral,The tourist near the secretaries introduced the president .,The president introduced the tourist .,entailment, the name is the tourist .,lexical_overlap
neutral,The student next to the banker introduced the authors .,The authors introduced the banker .,neutral, the student is not necessarily the .,lexical_overlap
neutral,The athletes advised the doctors in front of the author .,The doctors advised the author .,entailment, the athletes are the doctors .,lexical_overlap
neutral,The banker avoided the professors by the athlete .,The professors avoided the banker .,entailment, the former citizen is a .,lexical_overlap
neutral,The athletes helped the lawyer near the actor .,The actor helped the athletes .,entailment," the professional helped the athletes , so the athletes helped the athletes .",lexical_overlap
neutral,The actors called the tourists near the president .,The tourists called the president .,neutral, the tourists are not necessarily tourists .,lexical_overlap
neutral,The lawyers encouraged the manager next to the tourists .,The tourists encouraged the lawyers .,entailment, the postal meet is the same as the people .,lexical_overlap
neutral,The banker behind the tourists saw the scientists .,The scientists saw the banker .,entailment, the british saw the .,lexical_overlap
neutral,The actors next to the professors recognized the scientist .,The professors recognized the actors .,neutral, the actors are not necessarily the same as the actors .,lexical_overlap
neutral,The managers avoided the banker next to the scientist .,The banker avoided the managers .,entailment, the manager is being by the .,lexical_overlap
neutral,The lawyer saw the artist behind the student .,The artist saw the student .,entailment, the person is a lawyer .,lexical_overlap
neutral,The judge in front of the actor recognized the professor .,The professor recognized the actor .,entailment, the actor in the professor 's the officer is the actor .,lexical_overlap
neutral,The judges by the tourists called the doctors .,The tourists called the judges .,entailment, the judges are the judges .,lexical_overlap
neutral,The senator helped the manager near the actor .,The actor helped the senator .,neutral, the cop could be near the actor without being helped the .,lexical_overlap
neutral,The secretary behind the senator admired the judges .,The senator admired the secretary .,entailment, the officer is behind the spotlight .,lexical_overlap
neutral,The secretaries behind the senator helped the managers .,The senator helped the secretaries .,contradiction, the leader can not be both behind and joining .,lexical_overlap
neutral,The judge believed the tourists near the presidents .,The presidents believed the judge .,contradiction," the first sentence says the statue near the president , but the second sentence says the judge .",lexical_overlap
neutral,The tourists supported the senator next to the president .,The senator supported the president .,entailment, the tourist is the name of the president .,lexical_overlap
neutral,The managers contacted the tourist by the scientist .,The tourist contacted the scientist .,entailment, the manager is being interviewed by the scientist .,lexical_overlap
neutral,The professors introduced the artists near the athlete .,The athlete introduced the professors .,contradiction, the student can not be both .,lexical_overlap
neutral,The presidents next to the lawyer recommended the authors .,The authors recommended the lawyer .,entailment, the next is the name of the lawyer .,lexical_overlap
neutral,The actor introduced the artist by the judges .,The judges introduced the actor .,contradiction, the actor is either giving the picture or the pope .,lexical_overlap
neutral,The artist saw the tourist next to the doctor .,The doctor saw the artist .,entailment, the artist saw the artist is a rephrasing of the artist saw the artist .,lexical_overlap
neutral,The lawyers contacted the tourists next to the athletes .,The athletes contacted the lawyers .,neutral, the doctors are not necessarily the same as the athletes .,lexical_overlap
neutral,The managers thanked the athlete by the secretary .,The secretary thanked the managers .,neutral, the manager is not necessarily the manager .,lexical_overlap
neutral,The professor contacted the student behind the secretary .,The secretary contacted the professor .,entailment, the professor is the professor .,lexical_overlap
neutral,The professor recognized the lawyer next to the secretaries .,The lawyer recognized the professor .,entailment, the professor is the lawyer .,lexical_overlap
neutral,The students saw the manager in front of the actor .,The actor saw the students .,entailment, the cameraman saw the students in front of the actor .,lexical_overlap
neutral,The athletes supported the student behind the lawyer .,The student supported the athletes .,entailment, athletes are the same as students .,lexical_overlap
neutral,The tourists helped the banker near the judges .,The judges helped the tourists .,entailment, the judges and the photographers are the same .,lexical_overlap
neutral,The senators in front of the professor called the lawyer .,The professor called the senators .,entailment, the professor is the name of the .,lexical_overlap
neutral,The banker near the student recognized the senators .,The senators recognized the banker .,entailment, the senior is a,lexical_overlap
neutral,The lawyer admired the professor in front of the tourist .,The professor admired the tourist .,entailment, the lawyer is the same as the .,lexical_overlap
neutral,The judge called the professor behind the actor .,The professor called the actor .,entailment, the professor behind the actor is the actor .,lexical_overlap
neutral,The scientists recommended the senators by the artist .,The artist recommended the scientists .,entailment, the scientists are the same as the artist .,lexical_overlap
neutral,The doctor recognized the students next to the scientists .,The scientists recognized the doctor .,neutral, the doctor is not necessarily the scientist .,lexical_overlap
neutral,The manager behind the lawyer thanked the scientist .,The scientist thanked the lawyer .,neutral, the manager is not necessarily a .,lexical_overlap
neutral,The judge called the secretary in front of the author .,The secretary called the author .,entailment, the name that the nun is in front of the author is the name of the author .,lexical_overlap
neutral,The lawyer avoided the judges in front of the banker .,The judges avoided the banker .,entailment, the jockey is the jockey because he is the male in the process of .,lexical_overlap
neutral,The doctors next to the author advised the president .,The author advised the doctors .,entailment, doctors next to the doctor means they are doctors .,lexical_overlap
neutral,The students next to the author recognized the lawyer .,The lawyer recognized the students .,entailment, the teacher is the same as the senior citizen .,lexical_overlap
neutral,The scientist supported the doctor near the authors .,The authors supported the scientist .,contradiction, the scientist can not be both the patient and the scientist .,lexical_overlap
neutral,The senators next to the actor advised the scientist .,The scientist advised the senators .,contradiction, the professor is not a scientist .,lexical_overlap
neutral,The scientists next to the secretary supported the artists .,The secretary supported the scientists .,entailment, the second sentence is a rephrasing of the scientists .,lexical_overlap
neutral,The athlete next to the professor supported the doctor .,The doctor supported the professor .,entailment, the athlete is a doctor .,lexical_overlap
neutral,The senators by the manager thanked the tourists .,The tourists thanked the senators .,entailment, the pope is the name of the name .,lexical_overlap
neutral,The actors thanked the senator next to the doctor .,The doctor thanked the actors .,entailment, the actors are the two people who are dressed in a conference .,lexical_overlap
neutral,The judge believed the doctor in front of the secretaries .,The doctor believed the judge .,contradiction, the doctor can not be in front of the and at the same time .,lexical_overlap
neutral,The students recommended the bankers next to the artist .,The bankers recommended the students .,neutral, the students are not necessarily the students .,lexical_overlap
neutral,The artist advised the doctor in front of the professor .,The professor advised the artist .,entailment, the professor is the artist .,lexical_overlap
neutral,The managers mentioned the tourists in front of the artist .,The tourists mentioned the artist .,entailment, the customers are the customers .,lexical_overlap
neutral,The actor stopped the student behind the presidents .,The presidents stopped the actor .,entailment, the actor is the student .,lexical_overlap
neutral,The tourists behind the presidents admired the student .,The presidents admired the tourists .,contradiction, tourists are not tourists .,lexical_overlap
neutral,The athletes next to the lawyer stopped the senators .,The lawyer stopped the athletes .,entailment, the jockey is being interviewed by the athletes .,lexical_overlap
neutral,The bankers by the authors recognized the lawyers .,The lawyers recognized the bankers .,contradiction," the first sentence says the same as the jockeys are being interviewed , but the second sentence says the jockeys are the of the .",lexical_overlap
neutral,The professor near the managers mentioned the bankers .,The bankers mentioned the professor .,entailment, the professor is near the .,lexical_overlap
neutral,The students encouraged the bankers by the professor .,The bankers encouraged the professor .,entailment, students are the same as students .,lexical_overlap
neutral,The professor near the artists helped the lawyer .,The lawyer helped the artists .,entailment, the fact that the professor and the artist helped the fellow 's work .,lexical_overlap
neutral,The scientist next to the athlete mentioned the artist .,The artist mentioned the athlete .,entailment, the artist is the athlete .,lexical_overlap
neutral,The scientist near the artists recognized the banker .,The artists recognized the scientist .,neutral, the scientist is not necessarily the artist .,lexical_overlap
neutral,The scientists by the doctor helped the manager .,The manager helped the doctor .,entailment, the manager is a surgeon .,lexical_overlap
neutral,The lawyers in front of the managers recognized the professor .,The managers recognized the lawyers .,neutral," the first sentence says the doctors are in front of the conductor , but that does n't mean they are the lawyers .",lexical_overlap
neutral,The senators behind the artist advised the managers .,The artist advised the senators .,entailment, the artist is behind the artist,lexical_overlap
neutral,The secretary in front of the senators called the artist .,The artist called the senators .,entailment, the singer is in front of the spotlight .,lexical_overlap
neutral,The doctor recommended the student in front of the presidents .,The presidents recommended the doctor .,contradiction, the doctor can not be both doctor and the doctor .,lexical_overlap
neutral,The actor admired the senators next to the bankers .,The senators admired the bankers .,contradiction, the actor is either a fellow or a .,lexical_overlap
neutral,The artist by the judge admired the actor .,The actor admired the judge .,entailment, the artist is a actor .,lexical_overlap
neutral,The president helped the secretary next to the senator .,The senator helped the president .,entailment, the president and the next to the president is the same as the president .,lexical_overlap
neutral,The lawyers near the judges introduced the students .,The judges introduced the lawyers .,entailment, the first sentence says the jockeys are near the judges .,lexical_overlap
neutral,The students near the doctors helped the professor .,The doctors helped the students .,entailment, the students are near the doctors .,lexical_overlap
neutral,The bankers by the artist stopped the actors .,The actors stopped the artist .,entailment, the actors are the same as the actors .,lexical_overlap
neutral,The scientist thanked the judges near the secretary .,The secretary thanked the scientist .,contradiction, the professor is either a judge or a scientist .,lexical_overlap
neutral,The doctors in front of the artists mentioned the actors .,The actors mentioned the doctors .,neutral, the actors are not necessarily doctors .,lexical_overlap
neutral,The doctors by the lawyer advised the actors .,The lawyer advised the doctors .,entailment, doctors are the doctors .,lexical_overlap
neutral,The senators called the banker near the author .,The author called the senators .,entailment, the name is the name of the name .,lexical_overlap
neutral,The scientists next to the banker introduced the student .,The banker introduced the scientists .,neutral, the next is not necessarily a .,lexical_overlap
neutral,The athletes in front of the bankers thanked the scientists .,The scientists thanked the athletes .,entailment, athletes are the same as .,lexical_overlap
neutral,The judge in front of the scientists believed the athlete .,The athlete believed the scientists .,entailment, the athlete in front of the scientists who the athlete is the athlete .,lexical_overlap
neutral,The student helped the bankers next to the athletes .,The athletes helped the student .,entailment, the student helped the senior by the student .,lexical_overlap
neutral,The bankers saw the secretaries next to the manager .,The manager saw the bankers .,contradiction, the manager and the saw are two different things .,lexical_overlap
neutral,The doctors near the bankers recognized the scientists .,The scientists recognized the bankers .,neutral, the doctors near the could be the ones who were not .,lexical_overlap
neutral,The lawyers admired the banker by the doctors .,The banker admired the lawyers .,entailment, the apprentice is the same as the .,lexical_overlap
neutral,The artists in front of the scientist called the manager .,The manager called the scientist .,contradiction, the manager can not be both the and the .,lexical_overlap
neutral,The author behind the athletes encouraged the tourist .,The tourist encouraged the athletes .,contradiction, the tourist is not the same as the athletes .,lexical_overlap
neutral,The artist next to the senators introduced the tourist .,The senators introduced the artist .,entailment, the artist next to the post is the same as the spotlight being the artist .,lexical_overlap
neutral,The doctors believed the artists in front of the tourists .,The tourists believed the doctors .,contradiction, doctors and the are different .,lexical_overlap
neutral,The secretaries next to the students recognized the athlete .,The athlete recognized the secretaries .,entailment, the student is the student,lexical_overlap
neutral,The managers near the artist recognized the actor .,The actor recognized the managers .,neutral, the cameraman is not necessarily the actor .,lexical_overlap
neutral,The doctor thanked the athlete by the artist .,The artist thanked the doctor .,entailment, the doctor is a teacher .,lexical_overlap
neutral,The banker next to the doctors advised the artists .,The doctors advised the banker .,entailment, the barber is being next to the doctors .,lexical_overlap
neutral,The scientists admired the tourist by the actors .,The tourist admired the actors .,entailment, the scientists are the photographers .,lexical_overlap
neutral,The president introduced the student in front of the artists .,The student introduced the president .,entailment, the student in the center of the artists is the same as the president .,lexical_overlap
neutral,The professors in front of the secretary avoided the judges .,The judges avoided the professors .,contradiction, the judges can not be in front of the nun and the other at the same time .,lexical_overlap
neutral,The author introduced the students in front of the presidents .,The students introduced the author .,entailment, the teacher is the teacher .,lexical_overlap
neutral,The managers in front of the tourists introduced the lawyers .,The lawyers introduced the tourists .,entailment, the postal is the same as the .,lexical_overlap
neutral,The manager in front of the bankers believed the artist .,The artist believed the bankers .,entailment, the manager in front of the ' is the same as the artist .,lexical_overlap
neutral,The senators in front of the secretary stopped the tourists .,The secretary stopped the senators .,entailment, the pope is the name of .,lexical_overlap
neutral,The artist behind the athlete contacted the tourists .,The tourists contacted the athlete .,entailment, the artist is a photographer .,lexical_overlap
neutral,The judge behind the tourists called the bankers .,The bankers called the judge .,entailment, the judge behind the tourists is the same as the judge .,lexical_overlap
neutral,The doctors recognized the judge in front of the professor .,The judge recognized the professor .,entailment, the judge is the first sentence .,lexical_overlap
neutral,The judges in front of the artist mentioned the students .,The students mentioned the artist .,entailment, the judges are in front of the artist so the students are the artist .,lexical_overlap
neutral,The artists by the tourist encouraged the lawyer .,The lawyer encouraged the artists .,entailment, the artist is giving the artist,lexical_overlap
neutral,The secretaries supported the managers behind the bankers .,The bankers supported the secretaries .,neutral, the officials are not necessarily .,lexical_overlap
neutral,The author encouraged the senators next to the professors .,The professors encouraged the author .,entailment, the author is the author .,lexical_overlap
neutral,The secretary near the artists recognized the tourist .,The tourist recognized the artists .,entailment, the representative near the artist is the same as the tourist .,lexical_overlap
neutral,The manager admired the lawyer next to the secretary .,The lawyer admired the secretary .,entailment, the manager is a lawyer .,lexical_overlap
neutral,The senator thanked the secretaries near the athlete .,The secretaries thanked the senator .,neutral, the fact that the pastor is near the athlete does n't imply he is the .,lexical_overlap
neutral,The senators behind the artists mentioned the presidents .,The artists mentioned the senators .,entailment, the artists are behind the artists .,lexical_overlap
neutral,The manager behind the doctor thanked the lawyers .,The lawyers thanked the manager .,entailment, the manager is behind the doctor .,lexical_overlap
neutral,The secretary avoided the lawyers next to the senator .,The lawyers avoided the secretary .,entailment, the next is next to the pope .,lexical_overlap
neutral,The senator thanked the author behind the professor .,The author thanked the professor .,entailment, the nun is the name of the professor .,lexical_overlap
neutral,The secretary saw the lawyer in front of the author .,The lawyer saw the author .,entailment, the name of the name of the name was the name of the name .,lexical_overlap
